Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.009 View Calendar,Chrome 111.0.0.0,,,2023-04-03 14:37:59,2023-04-03 14:37:59,0.252s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.020 Create New _field name already exists in the same year up and low case,Chrome 111.0.0.0,,,2023-04-03 14:37:59,2023-04-03 14:37:59,0.337s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.022 Create New_start date _11 years ago,Chrome 111.0.0.0,,,2023-04-03 14:37:59,2023-04-03 14:38:00,0.315s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.023 Create New _start date _11 years into the future,Chrome 111.0.0.0,,,2023-04-03 14:38:00,2023-04-03 14:38:00,0.399s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.026 Create New_send date _11 years ago,Chrome 111.0.0.0,,,2023-04-03 14:38:00,2023-04-03 14:38:00,0.308s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.027 Create New _end date _11 years into the future,Chrome 111.0.0.0,,,2023-04-03 14:38:00,2023-04-03 14:38:01,0.347s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.030 Create New _Occurs on the same date every year,Chrome 111.0.0.0,,,2023-04-03 14:38:01,2023-04-03 14:38:01,0.291s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.031 Create New _all mandatory blank,Chrome 111.0.0.0,,,2023-04-03 14:38:01,2023-04-03 14:38:01,0.340s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.032 Create New _cancel create,Chrome 111.0.0.0,,,2023-04-03 14:38:01,2023-04-03 14:38:02,0.387s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.035 Edit _field name _only input spaces or tabs,Chrome 111.0.0.0,,,2023-04-03 14:38:02,2023-04-03 14:38:22,19.733s,PASSED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:38:02,2023-04-03 14:38:10,7.515s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:38:10,2023-04-03 14:38:13,3.043s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:38:13,2023-04-03 14:38:13,0.598s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:38:13,2023-04-03 14:38:14,0.607s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:38:14,2023-04-03 14:38:15,1.125s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:38:15,2023-04-03 14:38:15,0.365s,PASSED
"click(findTestObject(""Object Repository/special_dates/action_item_edit""))",Chrome 111.0.0.0,,,2023-04-03 14:38:15,2023-04-03 14:38:16,0.485s,PASSED
"sendKeys(findTestObject(""Object Repository/special_dates/field_name""), Keys.chord(CONTROL, ""a""))",Chrome 111.0.0.0,,,2023-04-03 14:38:16,2023-04-03 14:38:17,1.099s,PASSED
"sendKeys(findTestObject(""Object Repository/special_dates/field_name""), Keys.chord(BACK_SPACE))",Chrome 111.0.0.0,,,2023-04-03 14:38:17,2023-04-03 14:38:17,0.447s,PASSED
"setText(findTestObject(""Object Repository/special_dates/field_name""), "" "")",Chrome 111.0.0.0,,,2023-04-03 14:38:17,2023-04-03 14:38:18,0.944s,PASSED
"click(findTestObject(""Object Repository/special_dates/btn_save""))",Chrome 111.0.0.0,,,2023-04-03 14:38:18,2023-04-03 14:38:19,0.888s,PASSED
takeScreenshot(),Chrome 111.0.0.0,,,2023-04-03 14:38:19,2023-04-03 14:38:21,1.468s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-04-03 14:38:21,2023-04-03 14:38:22,0.817s,PASSED
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.036 Edit _field name _1 character,Chrome 111.0.0.0,,,2023-04-03 14:38:22,2023-04-03 14:38:46,24.450s,PASSED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:38:22,2023-04-03 14:38:34,12.306s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:38:34,2023-04-03 14:38:37,2.791s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:38:37,2023-04-03 14:38:38,0.571s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:38:38,2023-04-03 14:38:38,0.558s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:38:38,2023-04-03 14:38:39,1.101s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:38:39,2023-04-03 14:38:40,0.351s,PASSED
"click(findTestObject(""Object Repository/special_dates/action_item_edit""))",Chrome 111.0.0.0,,,2023-04-03 14:38:40,2023-04-03 14:38:40,0.457s,PASSED
"sendKeys(findTestObject(""Object Repository/special_dates/field_name""), Keys.chord(CONTROL, ""a""))",Chrome 111.0.0.0,,,2023-04-03 14:38:40,2023-04-03 14:38:41,1.243s,PASSED
"sendKeys(findTestObject(""Object Repository/special_dates/field_name""), Keys.chord(BACK_SPACE))",Chrome 111.0.0.0,,,2023-04-03 14:38:41,2023-04-03 14:38:42,0.442s,PASSED
"setText(findTestObject(""Object Repository/special_dates/field_name""), ""a"")",Chrome 111.0.0.0,,,2023-04-03 14:38:42,2023-04-03 14:38:43,1.054s,PASSED
"click(findTestObject(""Object Repository/special_dates/btn_save""))",Chrome 111.0.0.0,,,2023-04-03 14:38:43,2023-04-03 14:38:44,0.883s,PASSED
takeScreenshot(),Chrome 111.0.0.0,,,2023-04-03 14:38:44,2023-04-03 14:38:45,1.466s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-04-03 14:38:45,2023-04-03 14:38:46,0.733s,PASSED
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.037 Edit _field name _more than 256 characters,Chrome 111.0.0.0,,,2023-04-03 14:38:46,2023-04-03 14:38:47,0.514s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.038 Edit _field name blank,Chrome 111.0.0.0,,,2023-04-03 14:38:47,2023-04-03 14:38:47,0.425s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.039-040,Chrome 111.0.0.0,,,2023-04-03 14:38:47,2023-04-03 14:38:47,0.403s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.042 Edit _start date _11 years ago,Chrome 111.0.0.0,,,2023-04-03 14:38:47,2023-04-03 14:38:48,0.353s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.043 Edit _start date _11 years into the future,Chrome 111.0.0.0,,,2023-04-03 14:38:48,2023-04-03 14:38:48,0.351s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.046 Edit_send date _11 years ago,Chrome 111.0.0.0,,,2023-04-03 14:38:48,2023-04-03 14:38:48,0.416s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.047 Edit _end date _11 years into the future,Chrome 111.0.0.0,,,2023-04-03 14:38:48,2023-04-03 14:38:49,0.364s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.053 Edit _cancel,Chrome 111.0.0.0,,,2023-04-03 14:38:49,2023-04-03 14:38:49,0.371s,ERROR
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.056 Delete Special Dates,Chrome 111.0.0.0,,,2023-04-03 14:38:49,2023-04-03 14:39:14,24.734s,PASSED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:38:50,2023-04-03 14:39:04,14.407s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:39:04,2023-04-03 14:39:07,3.345s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:39:07,2023-04-03 14:39:08,0.575s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:39:08,2023-04-03 14:39:09,0.624s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:39:09,2023-04-03 14:39:10,1.062s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:39:10,2023-04-03 14:39:10,0.655s,PASSED
"click(findTestObject(""Object Repository/special_dates/action_item_delete""))",Chrome 111.0.0.0,,,2023-04-03 14:39:10,2023-04-03 14:39:11,0.854s,PASSED
"click(findTestObject(""Object Repository/special_dates/btn_delete""))",Chrome 111.0.0.0,,,2023-04-03 14:39:11,2023-04-03 14:39:12,0.596s,PASSED
takeScreenshot(),Chrome 111.0.0.0,,,2023-04-03 14:39:12,2023-04-03 14:39:13,1.337s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-04-03 14:39:13,2023-04-03 14:39:14,0.945s,PASSED
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.057 Delete _cancel delete,Chrome 111.0.0.0,,,2023-04-03 14:39:14,2023-04-03 14:39:40,25.803s,PASSED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:39:14,2023-04-03 14:39:28,14.060s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:39:28,2023-04-03 14:39:32,3.584s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:39:32,2023-04-03 14:39:33,0.517s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:39:33,2023-04-03 14:39:33,0.634s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:39:33,2023-04-03 14:39:35,1.705s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:39:35,2023-04-03 14:39:35,0.452s,PASSED
"click(findTestObject(""Object Repository/special_dates/action_item_delete""))",Chrome 111.0.0.0,,,2023-04-03 14:39:35,2023-04-03 14:39:36,1.055s,PASSED
"click(findTestObject(""Object Repository/special_dates/btn_cancel2""))",Chrome 111.0.0.0,,,2023-04-03 14:39:36,2023-04-03 14:39:37,0.641s,PASSED
takeScreenshot(),Chrome 111.0.0.0,,,2023-04-03 14:39:37,2023-04-03 14:39:38,1.230s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-04-03 14:39:38,2023-04-03 14:39:40,1.477s,PASSED
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.061 Sort _by name,Chrome 111.0.0.0,,,2023-04-03 14:39:40,2023-04-03 14:40:09,29.080s,FAILED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:39:41,2023-04-03 14:39:58,17.620s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:39:58,2023-04-03 14:40:01,3.038s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:40:01,2023-04-03 14:40:02,0.564s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:40:02,2023-04-03 14:40:03,0.692s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:40:03,2023-04-03 14:40:04,1.279s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:40:04,2023-04-03 14:40:04,0.360s,PASSED
"click(findTestObject(""Object Repository/special_dates/table_name""))",Chrome 111.0.0.0,,,2023-04-03 14:40:04,2023-04-03 14:40:05,0.411s,PASSED
selectorType = new com.kms.katalon.core.testobject.TestObject(),Chrome 111.0.0.0,,,2023-04-03 14:40:05,2023-04-03 14:40:05,0.008s,PASSED
"selectorType.addProperty(""css"", EQUALS, ""td:nth-of-type(2)"")",Chrome 111.0.0.0,,,2023-04-03 14:40:05,2023-04-03 14:40:05,0.007s,PASSED
"typeList = findWebElements(selectorType, 30)",Chrome 111.0.0.0,,,2023-04-03 14:40:05,2023-04-03 14:40:05,0.640s,PASSED
size = typeList.size(),Chrome 111.0.0.0,,,2023-04-03 14:40:05,2023-04-03 14:40:05,0.001s,PASSED
tableValues = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:40:05,2023-04-03 14:40:05,0.001s,PASSED
"for ([i = 1, i <= size, (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:40:05,2023-04-03 14:40:09,3.486s,PASSED
out.println(tableValues),Chrome 111.0.0.0,,,2023-04-03 14:40:09,2023-04-03 14:40:09,0.021s,PASSED
referenceValues = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:40:09,2023-04-03 14:40:09,0.000s,PASSED
"for ([i = 0, i < tableValues.size(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:40:09,2023-04-03 14:40:09,0.006s,PASSED
Collections.sort(referenceValues),Chrome 111.0.0.0,,,2023-04-03 14:40:09,2023-04-03 14:40:09,0.014s,PASSED
out.println(referenceValues),Chrome 111.0.0.0,,,2023-04-03 14:40:09,2023-04-03 14:40:09,0.001s,PASSED
assert referenceValues.equals(tableValues),Chrome 111.0.0.0,,,2023-04-03 14:40:09,2023-04-03 14:40:09,0.008s,FAILED
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.062 Sort _by start date,Chrome 111.0.0.0,,,2023-04-03 14:40:09,2023-04-03 14:40:40,30.699s,PASSED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:40:10,2023-04-03 14:40:24,13.680s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:40:24,2023-04-03 14:40:27,3.120s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:40:27,2023-04-03 14:40:27,0.517s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:40:27,2023-04-03 14:40:28,0.686s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:40:28,2023-04-03 14:40:29,1.198s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:40:29,2023-04-03 14:40:29,0.398s,PASSED
"click(findTestObject(""Object Repository/special_dates/table_start_date""))",Chrome 111.0.0.0,,,2023-04-03 14:40:29,2023-04-03 14:40:30,0.446s,PASSED
selectorType = new com.kms.katalon.core.testobject.TestObject(),Chrome 111.0.0.0,,,2023-04-03 14:40:30,2023-04-03 14:40:30,0.000s,PASSED
"selectorType.addProperty(""css"", EQUALS, ""td:nth-of-type(3)"")",Chrome 111.0.0.0,,,2023-04-03 14:40:30,2023-04-03 14:40:30,0.000s,PASSED
"typeList = findWebElements(selectorType, 30)",Chrome 111.0.0.0,,,2023-04-03 14:40:30,2023-04-03 14:40:31,0.590s,PASSED
size = typeList.size(),Chrome 111.0.0.0,,,2023-04-03 14:40:31,2023-04-03 14:40:31,0.000s,PASSED
tableValues = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:40:31,2023-04-03 14:40:31,0.000s,PASSED
"for ([i = 1, i <= size, (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:40:31,2023-04-03 14:40:34,3.725s,PASSED
out.println(tableValues),Chrome 111.0.0.0,,,2023-04-03 14:40:34,2023-04-03 14:40:34,0.001s,PASSED
referenceValues = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:40:34,2023-04-03 14:40:34,0.000s,PASSED
"for ([i = 0, i < tableValues.size(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:40:34,2023-04-03 14:40:34,0.007s,PASSED
Collections.sort(referenceValues),Chrome 111.0.0.0,,,2023-04-03 14:40:34,2023-04-03 14:40:34,0.001s,PASSED
out.println(referenceValues),Chrome 111.0.0.0,,,2023-04-03 14:40:34,2023-04-03 14:40:34,0.000s,PASSED
assert referenceValues.equals(tableValues),Chrome 111.0.0.0,,,2023-04-03 14:40:34,2023-04-03 14:40:34,0.001s,PASSED
"click(findTestObject(""Object Repository/special_dates/table_start_date""))",Chrome 111.0.0.0,,,2023-04-03 14:40:34,2023-04-03 14:40:35,0.383s,PASSED
tableValuesDesc = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:40:35,2023-04-03 14:40:35,0.000s,PASSED
"for ([i = 1, i <= size, (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:40:35,2023-04-03 14:40:38,3.723s,PASSED
out.println(tableValuesDesc),Chrome 111.0.0.0,,,2023-04-03 14:40:38,2023-04-03 14:40:38,0.000s,PASSED
referenceValuesDesc = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:40:38,2023-04-03 14:40:38,0.001s,PASSED
"for ([i = 0, i < tableValuesDesc.size(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:40:38,2023-04-03 14:40:38,0.004s,PASSED
"Collections.sort(referenceValuesDesc, Collections.reverseOrder())",Chrome 111.0.0.0,,,2023-04-03 14:40:38,2023-04-03 14:40:38,0.002s,PASSED
out.println(referenceValuesDesc),Chrome 111.0.0.0,,,2023-04-03 14:40:38,2023-04-03 14:40:38,0.000s,PASSED
assert referenceValuesDesc.equals(tableValuesDesc),Chrome 111.0.0.0,,,2023-04-03 14:40:38,2023-04-03 14:40:38,0.000s,PASSED
takeScreenshot(),Chrome 111.0.0.0,,,2023-04-03 14:40:38,2023-04-03 14:40:39,0.475s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-04-03 14:40:39,2023-04-03 14:40:40,0.717s,PASSED
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.063 Sort _by end date,Chrome 111.0.0.0,,,2023-04-03 14:40:40,2023-04-03 14:41:07,27.883s,PASSED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:40:40,2023-04-03 14:40:52,11.752s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:40:52,2023-04-03 14:40:55,2.812s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:40:55,2023-04-03 14:40:55,0.550s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:40:55,2023-04-03 14:40:56,0.534s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:40:56,2023-04-03 14:40:57,1.608s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:40:57,2023-04-03 14:40:58,0.416s,PASSED
"click(findTestObject(""Object Repository/special_dates/table_end_date""))",Chrome 111.0.0.0,,,2023-04-03 14:40:58,2023-04-03 14:40:58,0.594s,PASSED
selectorType = new com.kms.katalon.core.testobject.TestObject(),Chrome 111.0.0.0,,,2023-04-03 14:40:58,2023-04-03 14:40:58,0.001s,PASSED
"selectorType.addProperty(""css"", EQUALS, ""td:nth-of-type(4)"")",Chrome 111.0.0.0,,,2023-04-03 14:40:58,2023-04-03 14:40:58,0.000s,PASSED
"typeList = findWebElements(selectorType, 30)",Chrome 111.0.0.0,,,2023-04-03 14:40:58,2023-04-03 14:40:59,0.613s,PASSED
size = typeList.size(),Chrome 111.0.0.0,,,2023-04-03 14:40:59,2023-04-03 14:40:59,0.000s,PASSED
tableValues = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:40:59,2023-04-03 14:40:59,0.000s,PASSED
"for ([i = 1, i <= size, (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:40:59,2023-04-03 14:41:02,3.305s,PASSED
out.println(tableValues),Chrome 111.0.0.0,,,2023-04-03 14:41:02,2023-04-03 14:41:02,0.000s,PASSED
referenceValues = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:41:02,2023-04-03 14:41:02,0.000s,PASSED
"for ([i = 0, i < tableValues.size(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:41:02,2023-04-03 14:41:02,0.006s,PASSED
Collections.sort(referenceValues),Chrome 111.0.0.0,,,2023-04-03 14:41:02,2023-04-03 14:41:02,0.000s,PASSED
out.println(referenceValues),Chrome 111.0.0.0,,,2023-04-03 14:41:02,2023-04-03 14:41:02,0.001s,PASSED
assert referenceValues.equals(tableValues),Chrome 111.0.0.0,,,2023-04-03 14:41:02,2023-04-03 14:41:02,0.001s,PASSED
"click(findTestObject(""Object Repository/special_dates/table_end_date""))",Chrome 111.0.0.0,,,2023-04-03 14:41:02,2023-04-03 14:41:03,0.382s,PASSED
tableValuesDesc = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:41:03,2023-04-03 14:41:03,0.001s,PASSED
"for ([i = 1, i <= size, (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:41:03,2023-04-03 14:41:06,3.725s,PASSED
out.println(tableValuesDesc),Chrome 111.0.0.0,,,2023-04-03 14:41:06,2023-04-03 14:41:06,0.000s,PASSED
referenceValuesDesc = new java.util.ArrayList(),Chrome 111.0.0.0,,,2023-04-03 14:41:06,2023-04-03 14:41:06,0.001s,PASSED
"for ([i = 0, i < tableValuesDesc.size(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 14:41:06,2023-04-03 14:41:06,0.005s,PASSED
"Collections.sort(referenceValuesDesc, Collections.reverseOrder())",Chrome 111.0.0.0,,,2023-04-03 14:41:06,2023-04-03 14:41:06,0.000s,PASSED
out.println(referenceValuesDesc),Chrome 111.0.0.0,,,2023-04-03 14:41:06,2023-04-03 14:41:06,0.000s,PASSED
assert referenceValuesDesc.equals(tableValuesDesc),Chrome 111.0.0.0,,,2023-04-03 14:41:06,2023-04-03 14:41:06,0.001s,PASSED
