Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_Active""), 0)",Chrome 108.0.0.0,,,2023-01-12 18:58:14,2023-01-12 18:58:14,0.467s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img""))",Chrome 108.0.0.0,,,2023-01-12 18:58:14,2023-01-12 18:58:14,0.384s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img_1""))",Chrome 108.0.0.0,,,2023-01-12 18:58:14,2023-01-12 18:58:15,0.340s,PASSED
"click(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img_1_2""))",Chrome 108.0.0.0,,,2023-01-12 18:58:15,2023-01-12 18:58:15,0.445s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Delete Age Qualifying Type""), ""Delete Age Qualifying Type"")",Chrome 108.0.0.0,,,2023-01-12 18:58:15,2023-01-12 18:58:16,0.642s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Are you sure you want to delete thisAge_c332eb""), 0)",Chrome 108.0.0.0,,,2023-01-12 18:58:16,2023-01-12 18:58:16,0.390s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Delete""))",Chrome 108.0.0.0,,,2023-01-12 18:58:16,2023-01-12 18:58:17,0.495s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Cancel""))",Chrome 108.0.0.0,,,2023-01-12 18:58:17,2023-01-12 18:58:17,0.349s,PASSED
"click(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Delete""))",Chrome 108.0.0.0,,,2023-01-12 18:58:17,2023-01-12 18:58:17,0.395s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Record Age Qualifying Type Code 321 Age_41ef1f""), 0)",Chrome 108.0.0.0,,,2023-01-12 18:58:17,2023-01-12 18:58:18,0.665s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_No age qualifying types found""), ""No age qualifying types found"")",Chrome 108.0.0.0,,,2023-01-12 18:58:18,2023-01-12 18:58:19,0.492s,PASSED
takeScreenshot(),Chrome 108.0.0.0,,,2023-01-12 18:58:19,2023-01-12 18:58:19,0.487s,PASSED
,,,,,,,
Test Cases/COBA/Age Qualifying Types - Create,Chrome 108.0.0.0,,,2023-01-12 18:58:19,2023-01-12 18:58:41,21.996s,PASSED
"callTestCase(findTestCase(""COBA/Login""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-12 18:58:20,2023-01-12 18:58:27,7.116s,PASSED
"click(findTestObject(""Page_Bayu Buana - Master Data Management/p_Master Data Management""))",Chrome 108.0.0.0,,,2023-01-12 18:58:27,2023-01-12 18:58:29,2.088s,PASSED
"click(findTestObject(""Page_Bayu Buana - Master Data Management/p_Age Qualifying Type""))",Chrome 108.0.0.0,,,2023-01-12 18:58:29,2023-01-12 18:58:29,0.556s,PASSED
"click(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/button_Create New""))",Chrome 108.0.0.0,,,2023-01-12 18:58:29,2023-01-12 18:58:31,1.251s,PASSED
"click(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Create Age Qualifying Type/input_Age Qualifying Type Name_age_qualifyi_ba4776""))",Chrome 108.0.0.0,,,2023-01-12 18:58:31,2023-01-12 18:58:31,0.748s,PASSED
"click(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Create Age Qualifying Type/div_Age Qualifying Type Name""))",Chrome 108.0.0.0,,,2023-01-12 18:58:31,2023-01-12 18:58:32,0.473s,PASSED
"setText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Create Age Qualifying Type/input_Age Qualifying Type Name_age_qualifyi_ba4776""), ""Age Qualifying Type Name (Automation)"")",Chrome 108.0.0.0,,,2023-01-12 18:58:32,2023-01-12 18:58:35,3.322s,PASSED
"setText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Create Age Qualifying Type/input_Age Qualifying Type Code_age_qualifyi_5ae899""), ""321"")",Chrome 108.0.0.0,,,2023-01-12 18:58:35,2023-01-12 18:58:36,0.927s,PASSED
"click(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Create Age Qualifying Type/button_SAVE""))",Chrome 108.0.0.0,,,2023-01-12 18:58:36,2023-01-12 18:58:37,0.909s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/div_Record 321 - Age Qualifying Type Name (_29f3cb""), 0)",Chrome 108.0.0.0,,,2023-01-12 18:58:37,2023-01-12 18:58:38,1.154s,PASSED
"setText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/input_Age Qualifying Types_form-control""), ""321"")",Chrome 108.0.0.0,,,2023-01-12 18:58:38,2023-01-12 18:58:39,0.931s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/td_321""), ""321"")",Chrome 108.0.0.0,,,2023-01-12 18:58:39,2023-01-12 18:58:39,0.387s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/td_Age Qualifying Type Name (Automation)""), ""Age Qualifying Type Name (Automation)"")",Chrome 108.0.0.0,,,2023-01-12 18:58:39,2023-01-12 18:58:40,0.360s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/td_Active""), ""Active"")",Chrome 108.0.0.0,,,2023-01-12 18:58:40,2023-01-12 18:58:40,0.701s,PASSED
takeScreenshot(STOP_ON_FAILURE),Chrome 108.0.0.0,,,2023-01-12 18:58:40,2023-01-12 18:58:41,0.614s,PASSED
