Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/input_Age Qualifying Types_form-control""), ""321"")",Chrome 108.0.0.0,,,2023-01-12 00:18:45,2023-01-12 00:18:47,1.708s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/td_321""), ""321"")",Chrome 108.0.0.0,,,2023-01-12 00:18:47,2023-01-12 00:18:48,0.586s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/td_Age Qualifying Type Name (Automation)""), ""Age Qualifying Type Name (Automation)"")",Chrome 108.0.0.0,,,2023-01-12 00:18:48,2023-01-12 00:18:49,1.448s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Create/Page_Bayu Buana - Age Qualifying Types/td_Active""), ""Active"")",Chrome 108.0.0.0,,,2023-01-12 00:18:49,2023-01-12 00:18:50,1.001s,FAILED
,,,,,,,
Test Cases/COBA/Age Qualifying Types - Delete,Chrome 108.0.0.0,,,2023-01-12 00:18:50,2023-01-12 00:19:12,21.891s,FAILED
"callTestCase(findTestCase(""COBA/Login""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-12 00:18:50,2023-01-12 00:19:00,9.238s,PASSED
"click(findTestObject(""Page_Bayu Buana - Master Data Management/p_Master Data Management""))",Chrome 108.0.0.0,,,2023-01-12 00:19:00,2023-01-12 00:19:02,2.115s,PASSED
"click(findTestObject(""Page_Bayu Buana - Master Data Management/p_Age Qualifying Type""))",Chrome 108.0.0.0,,,2023-01-12 00:19:02,2023-01-12 00:19:02,0.487s,PASSED
"setText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/input_Age Qualifying Types_form-control""), ""Age Qualifying Type Name (Automation)"")",Chrome 108.0.0.0,,,2023-01-12 00:19:02,2023-01-12 00:19:04,1.507s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/path_Actions_svg_2""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:19:04,2023-01-12 00:19:04,0.345s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/input_Actions_float-left select-checkbox-it_8952ca""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:19:04,2023-01-12 00:19:04,0.356s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_321""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:19:04,2023-01-12 00:19:05,0.743s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_Age Qualifying Type Name (Automation)""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:19:05,2023-01-12 00:19:05,0.333s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_Active""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:19:05,2023-01-12 00:19:06,0.472s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img""))",Chrome 108.0.0.0,,,2023-01-12 00:19:06,2023-01-12 00:19:06,0.520s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img_1""))",Chrome 108.0.0.0,,,2023-01-12 00:19:06,2023-01-12 00:19:07,0.578s,PASSED
"click(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img_1_2""))",Chrome 108.0.0.0,,,2023-01-12 00:19:07,2023-01-12 00:19:08,0.523s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Delete Age Qualifying Type""), ""Delete Age Qualifying Type"")",Chrome 108.0.0.0,,,2023-01-12 00:19:08,2023-01-12 00:19:08,0.651s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Are you sure you want to delete thisAge_c332eb""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:19:08,2023-01-12 00:19:09,0.394s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Delete""))",Chrome 108.0.0.0,,,2023-01-12 00:19:09,2023-01-12 00:19:09,0.438s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Cancel""))",Chrome 108.0.0.0,,,2023-01-12 00:19:09,2023-01-12 00:19:10,0.538s,PASSED
"click(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Delete""))",Chrome 108.0.0.0,,,2023-01-12 00:19:10,2023-01-12 00:19:10,0.473s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Record Age Qualifying Type Code 321 Age_41ef1f""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:19:10,2023-01-12 00:19:11,0.894s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_No age qualifying types found""), ""No age qualifying types found"")",Chrome 108.0.0.0,,,2023-01-12 00:19:11,2023-01-12 00:19:11,0.415s,PASSED
"takeScreenshot("""", STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-12 00:19:11,2023-01-12 00:19:12,0.528s,FAILED
