Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_Bayu Buana - Master Data Management/p_Age Qualifying Type""))",Chrome 108.0.0.0,,,2023-01-12 00:14:04,2023-01-12 00:14:04,0.543s,PASSED
"setText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/input_Age Qualifying Types_form-control""), ""Age Qualifying Type Name (Automation)"")",Chrome 108.0.0.0,,,2023-01-12 00:14:04,2023-01-12 00:14:07,2.423s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/path_Actions_svg_2""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:14:07,2023-01-12 00:14:07,0.392s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/input_Actions_float-left select-checkbox-it_8952ca""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:14:07,2023-01-12 00:14:08,0.370s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_321""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:14:08,2023-01-12 00:14:09,1.178s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_Age Qualifying Type Name (Automation)""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:14:09,2023-01-12 00:14:09,0.429s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_Active""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:14:09,2023-01-12 00:14:10,0.560s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img""))",Chrome 108.0.0.0,,,2023-01-12 00:14:10,2023-01-12 00:14:10,0.366s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img_1""))",Chrome 108.0.0.0,,,2023-01-12 00:14:10,2023-01-12 00:14:10,0.386s,PASSED
"click(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/img_1_2""))",Chrome 108.0.0.0,,,2023-01-12 00:14:10,2023-01-12 00:14:11,0.624s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Delete Age Qualifying Type""), ""Delete Age Qualifying Type"")",Chrome 108.0.0.0,,,2023-01-12 00:14:11,2023-01-12 00:14:12,0.650s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Are you sure you want to delete thisAge_c332eb""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:14:12,2023-01-12 00:14:12,0.394s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Delete""))",Chrome 108.0.0.0,,,2023-01-12 00:14:12,2023-01-12 00:14:13,0.470s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Cancel""))",Chrome 108.0.0.0,,,2023-01-12 00:14:13,2023-01-12 00:14:13,0.496s,PASSED
"click(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/button_Delete""))",Chrome 108.0.0.0,,,2023-01-12 00:14:13,2023-01-12 00:14:14,0.535s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/div_Record Age Qualifying Type Code 321 Age_41ef1f""), 0)",Chrome 108.0.0.0,,,2023-01-12 00:14:14,2023-01-12 00:14:15,1.381s,PASSED
"verifyElementText(findTestObject(""Object Repository/Age QT/Delete/Page_Bayu Buana - Age Qualifying Types/td_No age qualifying types found""), ""No age qualifying types found"")",Chrome 108.0.0.0,,,2023-01-12 00:14:15,2023-01-12 00:14:16,0.483s,PASSED
"takeScreenshot("""", STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-12 00:14:16,2023-01-12 00:14:16,0.701s,FAILED
